,id,time,link,message,like,share,comment,commentsHighlight
1053,1282973728458676_1717607691661942,1529745619,https://www.facebook.com/CH3Thailand/videos/1717607691661942/,การซ้อมที่ไร้ผู้ฝึกทำให้พวกเขาท้อแท้กับการแข่งขัน! พวกเขาจะทำอย่างไรกันต่อไป ติดตามใน #สาวน้อยจ้าวพายุ ทุกวันเสาร์-อาทิตย์ เวลา 16.30 น. ทาง #ช่อง13 #Ch3Thailand,87,3,0,"Empty DataFrame
Columns: []
Index: []"
1054,1282973728458676_1716566495099395,1529683931,https://www.facebook.com/CH3Thailand/videos/1716566495099395/,ขวัญ เผยตัวตนร้าย เตรียมจัดการแหวนพลอย พรุ่งนี้ ติดตาม มนตราลายหงส์ เวลา 20.15 น. เปิดทีวี #ช่อง33 ดูสดไปพร้อมกันค่ะ #มนตราลายหงส์ #Ch3Thailand,295,4,6,"                                                  id        time  \
0  Y29tbWVudDoxNzE2NTY2NDk1MDk5Mzk1XzE3MTc3OTA4Nj...  1529754628   
1  Y29tbWVudDoxNzE2NTY2NDk1MDk5Mzk1XzE3MTY1Njk4Mj...  1529684048   

                               message  like  
0                            สนุกดีค่ะ     0  
1  คิดว่าขวัญต้องเป็นคนวางระเบิดแน่เลย     2  "
1055,1282973728458676_1716150615140983,1529665201,https://www.facebook.com/CH3Thailand/videos/1716150615140983/,"""สัตว์ป่าหรือเสือ เขาก็รักชีวิต รักครอบครัว เหมือนพวกคุณนั่นแหละ"" เจ้าหน้าที่ป่าไม้กับการต่อสู้ เพื่อรักษาผืนป่า และสัตว์ป่า หน้าที่ที่ยิ่งใหญ่เพื่อแผ่นดินไทย >> https://bit.ly/2McGH3a ติดตาม ลมไพรผูกรัก ทุกวันศุกร์ - อาทิตย์ เร็วๆ นี้ ทาง #ช่อง33",1137,174,24,"                                                  id        time  \
0  Y29tbWVudDoxNzE2MTUwNjE1MTQwOTgzXzE3MjI4NTM3Nj...  1530034287   
1  Y29tbWVudDoxNzE2MTUwNjE1MTQwOTgzXzE3MjcyNzMwNT...  1530278554   

                   message  like  
0  Kannaporn Peamjittakorn     1  
1                 น่าดูมาก     0  "
1056,1282973728458676_1716020138487364,1529658600,https://www.facebook.com/CH3Thailand/videos/1716020138487364/,เที่ยงวัน เริ่มมีความใจอ่อนกับเดือนสิบนะคะ 😍😍 รับชมละครย้อนหลัง ข้ามสีทันดร EP.1 ได้ที่ลิ้งค์นี้ค่ะ http://www.ch3thailand.com/news/scoop/12098 #ข้ามสีทันดร #Ch3Thailand,1024,26,8,"                                                  id        time  \
0  Y29tbWVudDoxNzE2MDIwMTM4NDg3MzY0XzE3MTc2Nzg5MD...  1529748177   
1  Y29tbWVudDoxNzE2MDIwMTM4NDg3MzY0XzE3MTY1ODYxOT...  1529684853   

                               message  like  
0  อาทิตย์หน้าน่าจะมีฉากฟินๆ หน่อยเนอะ     0  
1         ดูแล้วสนุกนะค่ะมีข้อคิดดีค่ะ     1  "
1057,1282973728458676_1715895558499822,1529650801,https://www.facebook.com/CH3Thailand/videos/1715895558499822/,คู่เพื่อนก็น่ารัก แต่เที่ยงวัน จะเอาของมาให้สาวทั้งที ยิ้มๆ หน่อยสิคะ😆😆 รับชมละครย้อนหลัง ข้ามสีทันดร EP.1 ได้ที่ลิ้งค์นี้ค่ะ http://www.ch3thailand.com/news/scoop/12098 #ข้ามสีทันดร #Ch3Thailand,725,23,1,"Empty DataFrame
Columns: []
Index: []"
1058,1282973728458676_1715789575177087,1529642716,https://www.facebook.com/CH3Thailand/videos/1715789575177087/,มาดูความน่ารักของ น้องชิปปี้ สอน พี่โป๊ป ออกสำเนียงภาษาอังกฤษกันค่ะ 😆😆#ข้ามสีทันดร #Ch3Thailand #เราจะข้ามไปด้วยกัน ติดตาม ข้ามสีทันดร ทุกวันพุธ-พฤหัสบดี เวลา 20.20 น. ทาง #ช่อง33 นะคะ รับชมคลิปสัมภาษณ์แบบเต็มได้ที่ 👉👉 https://bit.ly/2yki0j2,810,13,7,"                                                  id        time  \
0  Y29tbWVudDoxNzE1Nzg5NTc1MTc3MDg3XzE3MTU4NzYzNT...  1529647015   
1  Y29tbWVudDoxNzE1Nzg5NTc1MTc3MDg3XzE3MTU4MDczNj...  1529642992   

                                             message  like  
0  Wanwisa Boonying ดูความ พป ของพี่เปรี้ยวสิคะ 5...     2  
1                       อันนี้ อะนะ Jetsada Artmunee     1  "
1059,1282973728458676_1714545995301445,1529578801,https://www.facebook.com/CH3Thailand/videos/1714545995301445/,เดี๋ยวๆ คุณพี่ร้อนเงินอะไรขนาดนั้นเจ้าคะ 😆😆  วันนี้ ติดตาม บุพเพสันนิวาส เวลา 19.05 น. เปิดทีวี #ช่อง33 ดูสดไปพร้อมกันค่ะ #บุพเพสันนิวาส #Ch3Thailand,455,14,8,"Empty DataFrame
Columns: []
Index: []"
1060,1282973728458676_1714433141979397,1529577001,https://www.facebook.com/CH3Thailand/videos/1714433141979397/,กว่าจะมาเป็นโป๊ป ธนวรรธน์ในวันนี้ .... ก็ต้องข้ามผ่านมหานทีสีทันดรเช่นกัน  #เราจะข้ามไปด้วยกัน #ข้ามสีทันดร #เราทำได้คุณก็ทำได้ #ช่อง33 #Ch3Thailand​,225,10,6,"                                                  id        time message  like
0  Y29tbWVudDoxNzE0NDMzMTQxOTc5Mzk3XzE3MTQ3MDk0OT...  1529585544     👍👍👍     0"
1061,1282973728458676_1714411178648260,1529575200,https://www.facebook.com/CH3Thailand/videos/1714411178648260/,ขอจิ้นคู่นี้อีกคู่แล้วกันค่ะ ออกญาวังจะจริงจังไปไหน 😆😆  รับชมละครย้อนหลัง หนึ่งด้าวฟ้าเดียว EP.17 (ตอนจบ) ได้ที่ลิ้งค์นี้ค่ะ http://www.ch3thailand.com/news/scoop/12086 #หนึ่งด้าวฟ้าเดียว #Ch3Thailand,1337,58,28,"                                                  id        time  \
0  Y29tbWVudDoxNzE0NDExMTc4NjQ4MjYwXzE5NTk3MDU5OT...  1544709690   
1  Y29tbWVudDoxNzE0NDExMTc4NjQ4MjYwXzE4NTIyMTA3Mz...  1537815289   

                                             message  like  
0  Sasiwimon Lertwilaikunnatee ช่วยด้วยหยุดขำไม่ไ...     1  
1                                            โอ้ยยยย     0  "
1062,1282973728458676_1714256858663692,1529562600,https://www.facebook.com/CH3Thailand/videos/1714256858663692/,เลวจนนาทีสุดท้ายจริงๆ พระยาพลเทพ 😡😡 รับชมละครย้อนหลัง หนึ่งด้าวฟ้าเดียว EP.17 (ตอนจบ) ได้ที่ลิ้งค์นี้ค่ะ http://www.ch3thailand.com/news/scoop/12086 #หนึ่งด้าวฟ้าเดียว #Ch3Thailand,652,14,9,"                                                  id        time  \
0  Y29tbWVudDoxNzE0MjU2ODU4NjYzNjkyXzE3MTQzNTkzNT...  1529565400   
1  Y29tbWVudDoxNzE0MjU2ODU4NjYzNjkyXzE3MTQ1OTk5MT...  1529579780   

                                             message  like  
0  ขอบคุณทุกสิ่งทุกอย่างที่ทำให้เกิดละครเรื่องนี้...     5  
1                        ตอนจบมีทุกอารมณ์เลยสนุกมากๆ     1  "
1063,1282973728458676_1714168595339185,1529555400,https://www.facebook.com/CH3Thailand/videos/1714168595339185/,พี่โป๊ป อย่าแกล้งน้องสิคะ มาฟังพระเอก นางเอก เค้าพูดถึงกันหน่อยค่ะ 😆😆 #ข้ามสีทันดร #Ch3Thailand #เราจะข้ามไปด้วยกัน วันนี้ ติดตาม ข้ามสีทันดร (ตอนแรก) เวลา 20.20 น. ทาง #ช่อง33 นะคะ รับชมคลิปสัมภาษณ์แบบเต็มได้ที่ 👉👉 https://bit.ly/2yki0j2,398,6,8,"                                                  id        time  \
0  Y29tbWVudDoxNzE0MTY4NTk1MzM5MTg1XzE4NTQ5NzA1Nz...  1538021633   
1  Y29tbWVudDoxNzE0MTY4NTk1MzM5MTg1XzE3MTQ3MTEwMT...  1529585615   

                          message  like  
0                              Hi     0  
1  คุณพี่สะดุ้งกะไรงั้นรือเจ้าค่ะ     0  "
1064,1282973728458676_1714093398680038,1529551800,https://www.facebook.com/CH3Thailand/videos/1714093398680038/,มาฟังพระนาง เล่าถึงการไปถ่ายทำที่ประเทศแอฟริกาใต้ ว่าเป็นยังไงกันบ้าง #ข้ามสีทันดร #Ch3Thailand #เราจะข้ามไปด้วยกัน วันนี้ ติดตาม ข้ามสีทันดร (ตอนแรก) เวลา 20.20 น. ทาง #ช่อง33 นะคะ รับชมคลิปสัมภาษณ์แบบเต็มได้ที่ 👉👉 https://bit.ly/2yki0j2,341,7,3,"Empty DataFrame
Columns: []
Index: []"
1065,1282973728458676_1712887555467289,1529494201,https://www.facebook.com/CH3Thailand/videos/1712887555467289/,"""หางตาข้าไม่เคยแลผู้ใด เพราะมีไว้ให้คนผู้เดียว"" คุณพีี่เริ่มรุกหนักแล้วเจ้าค่ะ มาเตรียมฟินกันได้เลย 😍😍 วันนี้ ติดตาม บุพเพสันนิวาส เวลา 19.05 น. เปิดทีวี #ช่อง33 ดูสดไปพร้อมกันค่ะ #บุพเพสันนิวาส #Ch3Thailand",491,12,8,"                                                  id        time  \
0  Y29tbWVudDoxNzEyODg3NTU1NDY3Mjg5XzE3MTMxNjM3MD...  1529498380   

                     message  like  
0  ดูอยู่จร้ายิ่งดูก็ยิ่งฟิน     1  "
1066,1282973728458676_1712877695468275,1529492401,https://www.facebook.com/CH3Thailand/videos/1712877695468275/,พระเจ้าตาก บุกตีเมืองจันท์ พร้อมเอาชีวิตเป็นเดิมพัน และเรื่องราวบทสรุปของ ขันทอง และแมงเม่า  คืนนี้ ติดตาม #หนึ่งด้าวฟ้าเดียว (ตอนจบ) เวลา 20.20 น. เปิดทีวี #ช่อง33 ดูสดไปพร้อมกันค่ะ #Ch3Thailand,302,22,8,"                                                  id        time  \
0  Y29tbWVudDoxNzEyODc3Njk1NDY4Mjc1XzE3MTMzNzA3ND...  1529507819   

              message  like  
0  ชอบตอนนี้มากที่สุด     0  "
1067,1282973728458676_1712813982141313,1529483400,https://www.facebook.com/CH3Thailand/videos/1712813982141313/,จดหมายจากผู้พันดวิน เขียนได้ซึ้งมากค่ะ 😍😍 รับชมละครย้อนหลัง ลิขิตรัก TheCrownPrincess EP.12 (ตอนจบ) ได้ที่ลิ้งค์นี้ค่ะ http://www.ch3thailand.com/news/scoop/12069 #ลิขิตรักTheCrownPrincess #Ch3Thailand,826,38,14,"Empty DataFrame
Columns: []
Index: []"
1068,1282973728458676_1712753395480705,1529476200,https://www.facebook.com/CH3Thailand/videos/1712753395480705/,ฉากนี้ เจ้าหญิงอลิซ ถ่ายทอดออารมณ์ได้ดีมาก 😭😭 รับชมละครย้อนหลัง ลิขิตรัก TheCrownPrincess EP.12 (ตอนจบ) ได้ที่ลิ้งค์นี้ค่ะ http://www.ch3thailand.com/news/scoop/12069 #ลิขิตรักTheCrownPrincess #Ch3Thailand,2520,71,42,"                                                  id        time  \
0  Y29tbWVudDoxNzEyNzUzMzk1NDgwNzA1XzE3MTQwMTc0MT...  1529544192   
1  Y29tbWVudDoxNzEyNzUzMzk1NDgwNzA1XzE3MTI3ODYwNz...  1529476814   

                                  message  like  
0  ณเดชเจ้าคือมาหล่อคักแท่อยากเบิ่งอีก😍😍😍     0  
1          สุดยอดเลยคะชอบมากกกกกณเดชญาญ่า     4  "
1069,1282973728458676_1712651112157600,1529469360,https://www.facebook.com/CH3Thailand/videos/1712651112157600/,เจ้าหญิงเคธ แท้จริงแล้วน่าสงสารนะคะ ฉากนี้ทำเอาแอดร้องไห้ตามเลย 😭😭 รับชมละครย้อนหลัง ลิขิตรัก The Crown Princess EP.12 (ตอนจบ) ได้ที่ลิ้งค์นี้ค่ะ http://www.ch3thailand.com/news/scoop/12069 #ลิขิตรักTheCrownPrincess #Ch3Thailand,5747,157,93,"                                                  id        time  \
0  Y29tbWVudDoxNzEyNjUxMTEyMTU3NjAwXzE3MTI3MzI3MT...  1529473359   
1  Y29tbWVudDoxNzEyNjUxMTEyMTU3NjAwXzE3MTI4MzkwOD...  1529480263   

                                             message  like  
0  คนมีชีวิตที่ไม่มีตัวตน เจ็บปวดเสมอ หัวอกเดียวก...    28  
1                 มีแต่คนพูดถึงซาร่า  เล่นดีมากกกกกก     4  "
1070,1282973728458676_1711306872292024,1529410500,https://www.facebook.com/CH3Thailand/videos/1711306872292024/,ลุ้นกันจนตอนจบ กับบทสรุปทั้งดีและร้าย บางคนผิดหวัง บางคนสมหวัง และเรื่องราวที่หลายคนอาจคาดไม่ถึง https://bit.ly/2JYJaNN คืนนี้ ติดตาม #ลิขิตรักTheCrownPrincess (ตอนจบ) ดูสดพร้อมกัน 20.20 น. ทาง #ช่อง33 ดูออนไลน์ที่ ch3thailand.com/live/33 หรือดูทางมือถือผ่านแอปพลิเคชัน #Ch3Thailand,487,34,6,"                                                  id        time  \
0  Y29tbWVudDoxNzExMzA2ODcyMjkyMDI0XzE3MTE2Mjg2Mj...  1529415542   

                                       message  like  
0  Leakhena Sy ke tha 8:20mn lv ot ton live tt     0  "
1071,1282973728458676_1711344642288247,1529406001,https://www.facebook.com/CH3Thailand/videos/1711344642288247/,ดูคลิปนี้แล้ว ต้องมีที่ปรึกษาทางธุรกิจ ที่พร้อมอยู่เคียงข้างเรา #advertorial,3014,58,6,"                                                  id        time  \
0  Y29tbWVudDoxNzExMzQ0NjQyMjg4MjQ3XzE3MTk1NTAwMT...  1529852013   
1  Y29tbWVudDoxNzExMzQ0NjQyMjg4MjQ3XzE3MTY1NzE2MT...  1529684151   

                    message  like  
0  เปนไร  ทุกๆปัญหามีทางออก     0  
1                       王有名     1  "
1072,1282973728458676_1711315268957851,1529401500,https://www.facebook.com/CH3Thailand/videos/1711315268957851/,แม้จะต้องร้องไห้หนักมากแต่ พี่โป๊ป บอกว่าเรื่องนี้ เป็นเรื่องแรกที่ไม่ต้องบิ๊วท์อะไรเลย แค่อินกับตัวละคร แล้วปล่อยไปตามอิสระ #ข้ามสีทันดร #Ch3Thailand รับชมคลิปสัมภาษณ์แบบเต็มได้ที่ 👉👉 https://bit.ly/2yki0j2,483,10,7,"                                                  id        time  \
0  Y29tbWVudDoxNzExMzE1MjY4OTU3ODUxXzE3MTE0MzY2NT...  1529405497   

            message  like  
0  เดี๋ยวตามไปดู!!😜     1  "
1073,1282973728458676_1711120762310635,1529393400,https://www.facebook.com/CH3Thailand/videos/1711120762310635/,ฉากนี้มีความฟินเบาๆ ซ่อนอยู่ เจ้าชายจะกอดเพื่อนอย่างนี้ก็ได้เหรอคะ 😍😍 รับชมละครย้อนหลัง ลิขิตรัก TheCrownPrincess EP.11 ได้ท่ี่ลิ้งค์นี้ค่ะ http://www.ch3thailand.com/news/scoop/12054 #ลิขิตรักTheCrownPrincess #Ch3Thailand,5635,147,51,"                                                  id        time  \
0  Y29tbWVudDoxNzExMTIwNzYyMzEwNjM1XzE3MTEzMjgxOD...  1529398351   
1  Y29tbWVudDoxNzExMTIwNzYyMzEwNjM1XzE3MjAxNTU3ND...  1529879091   

                                             message  like  
0  Hai tai hoàng tử đỏ lự, ngượng khi ôm cô Bạn l...     0  
1  เจ้าชายใช่ลูกคุณฮันนี่กับคุณธีระพงศ์หรือเปล่าค...     1  "
1074,1282973728458676_1711050785650966,1529382600,https://www.facebook.com/CH3Thailand/videos/1711050785650966/,"""ถ้าเธอไม่อยู่ แล้วใครจะอยู่เป็นเพื่อนเราล่ะ"" แอดชอบคู่นี้มาก เจ้าชายอลันกับหมวดแพน น่ารักทั้งคู่ 😍😍  รับชมละครย้อนหลัง ลิขิตรัก TheCrownPrincess EP.11 ได้ท่ี่ลิ้งค์นี้ค่ะ http://www.ch3thailand.com/news/scoop/12054 #ลิขิตรักTheCrownPrincess #Ch3Thailand",1585,30,20,"                                                  id        time  \
0  Y29tbWVudDoxNzExMDUwNzg1NjUwOTY2XzE3MTExMTAwMj...  1529383033   

                 message  like  
0  น่ารักจังเลยค่ะคู่นี้     0  "
1075,1282973728458676_1711039088985469,1529379120,https://www.facebook.com/CH3Thailand/videos/1711039088985469/,"""พระองค์ทรงเคยเห็น ท้องฟ้ากับแผ่นดิน มาบรรจบกันมั้ย"" ฉากนี้หน่วงมาก สงสารทั้งผู้พันและเจ้าหญิง 😭😭  รับชมละครย้อนหลัง ลิขิตรัก TheCrownPrincess EP.11 ได้ที่ลิ้งค์นี้ค่ะ http://www.ch3thailand.com/news/scoop/12054 #ลิขิตรักTheCrownPrincess #Ch3Thailand",2246,122,41,"                                                  id        time  \
0  Y29tbWVudDoxNzExMDM5MDg4OTg1NDY5XzE3MTQzNDg3Nz...  1529564691   

        message  like  
0  อยากดูอีกค่ะ     0  "
1076,1282973728458676_1709849815771063,1529317800,https://www.facebook.com/CH3Thailand/videos/1709849815771063/,มาฟัง โป๊ป ธนวรรธน์ พูดถึงตัวละคร เที่ยงวัน ที่ตัวเองได้สวมบทบาทใน ข้ามสีทันดร กันค่ะ #ข้ามสีทันดร #Ch3Thailand รับชมคลิปสัมภาษณ์แบบเต็มได้ที่ 👉👉 https://bit.ly/2yki0j2,627,11,15,"                                                  id        time  \
0  Y29tbWVudDoxNzA5ODQ5ODE1NzcxMDYzXzE3MTAwOTIwOT...  1529320132   
1  Y29tbWVudDoxNzA5ODQ5ODE1NzcxMDYzXzE3MTEyMjUzND...  1529391115   

                                             message  like  
0                             รอชมผลงานของคุณโป๊ปค่ะ     0  
1  รอดูละครพี่โป๊ปทุกเรื่องเมื่อไหร่จะเอาพ่อยุ่งฯ...     0  "
1077,1282973728458676_1709790339110344,1529314201,https://www.facebook.com/CH3Thailand/videos/1709790339110344/,#เกมเสน่หา เข้มข้น ร้อนแรง เชือดเฉือน แต้ว ณฐพร จัดเต็มพลิกรับบทสุดแซ่บ ปะทะ เจมส์ จิรายุ    จัดว่าเด็ดมากบอกเลย 😍😍 เริ่มตอนแรก 25 มิ.ย.นี้ 👉👉https://bit.ly/2yjHqNH #Ch3Thailand,2009,83,63,"                                                  id        time  \
0  Y29tbWVudDoxNzA5NzkwMzM5MTEwMzQ0XzE3MTAyMTMyNz...  1529327636   
1  Y29tbWVudDoxNzA5NzkwMzM5MTEwMzQ0XzE3MTAxNDQxMD...  1529323442   

                                             message  like  
0  😍😍😍Can't waittt...! It's just 1 week left. Let...     1  
1                    Sherly Harsono second trailer 😍     0  "
1078,1282973728458676_1709777099111668,1529303400,https://www.facebook.com/CH3Thailand/videos/1709777099111668/,ในที่สุด พัสกร ก็ตัดสินใจยอมกลับมาสอนเต้นอีกครั้งจนได้ 😍😍 #มนตราลายหงส์ #Ch3Thailand รับชมละครย้อนหลัง มนตราลายหงส์ EP.3 ได้ที่ลิ้งค์นี้ค่ะ http://www.ch3thailand.com/news/scoop/12038,385,7,1,"                                                  id        time  \
0  Y29tbWVudDoxNzA5Nzc3MDk5MTExNjY4XzE3MTA2MTk1Nz...  1529350436   

               message  like  
0  เดินตามรอยของพ่อ 😗👍     0  "
1079,1282973728458676_1708415575914487,1529217900,https://www.facebook.com/CH3Thailand/videos/1708415575914487/,#ตีท้ายครัว บุกบ้านสาว #แก้มวิชญาณี เปิดหัวใจสาวโสดสนิท ล้วงลึกชายใดจะเอาชนะใจได้ พร้อมแขกรับเชิญ #จียอน ติดตามได้ในเวลา 14.15 น. ทาง #ช่อง33 ดูออนไลน์ที่ ch3thailand.com/live/33 หรือดูทางมือถือผ่านแอปพลิเคชัน #Ch3Thailand,319,9,10,"                                                  id        time  \
0  Y29tbWVudDoxNzA4NDE1NTc1OTE0NDg3XzE3MDg1NjYzMD...  1529221749   
1  Y29tbWVudDoxNzA4NDE1NTc1OTE0NDg3XzE3MDg1NjE3Mz...  1529221428   

            message  like  
0  ลาดพร้าว 101 ค่ะ     0  
1  ลาดพร้าว 101 ค่ะ     0  "
1080,1282973728458676_1708397405916304,1529214300,https://www.facebook.com/CH3Thailand/videos/1708397405916304/,#หลุยส์สก๊อต #บอยปกรณ์ #เกรทวรินทร #ท็อปจรณ เยือนเวที #3แซบ ผลัดกันบลัฟ ผลัดกันแฉแบบไม่มีใครยอมใคร ติดตามชมความสนุก วันนี้ 13.15 น. ทาง #ช่อง33 ดูออนไลน์ที่ ch3thailand.com/live/33 หรือดูทางมือถือผ่านแอปพลิเคชัน #Ch3Thailand,581,17,1,"Empty DataFrame
Columns: []
Index: []"
1081,1282973728458676_1708006345955410,1529195400,https://www.facebook.com/CH3Thailand/videos/1708006345955410/,#เปรี้ยวปากเช็กอิน อาทิตย์นี้ ไปเยือนถึงหนองบัวลำภู #เต๋อฉันทวิชช์ และ #จอยรินลณี จะพาไปชิมช้อปที่ไหนบ้าง ต้องดู พบกัน 8.15 น. ทาง #ช่อง33 ดูออนไลน์ที่ ch3thailand.com/live/33 หรือดูผ่านแอปพลิเคชัน #Ch3Thailand,137,0,1,"Empty DataFrame
Columns: []
Index: []"
1082,1282973728458676_1707661512656560,1529163849,https://www.facebook.com/CH3Thailand/videos/1707661512656560/,ครูพัสกรจะกลับมาสอนแล้ว มาเอาใจช่วยกันค่ะ พรุ่งนี้ ติดตาม #MyHeroวีรบุรุษสุดที่รัก ตอน #มนตราลายหงส์ เวลา 20.15 น. ทาง #ช่อง33 ดูออนไลน์ที่ http://ch3thailand.com/live/33  หรือดูผ่านแอปพลิเคชัน #Ch3Thailand,292,5,4,"                                                  id        time  \
0  Y29tbWVudDoxNzA3NjYxNTEyNjU2NTYwXzE3MDgyMTgyNj...  1529197941   
1  Y29tbWVudDoxNzA3NjYxNTEyNjU2NTYwXzE3MDgwNzcwMz...  1529187545   

                                             message  like  
0  ดูละครก็สนุกดีนะอย่าดราม่ากันคะแล้วแต่คนชอบแนว...     3  
1                             เป็นละครที่ไม่น่าดูเลย     1  "
1083,1282973728458676_1707435226012522,1529153749,https://www.facebook.com/CH3Thailand/videos/1707435226012522/,ไปช่วยกันตามหา คนวางระเบิดโรงเรียนสอนเต้นของ พัสกร กัน! #MyHeroวีรบุรุษสุดที่รัก ตอน #มนตราลายหงส์ คืนนี้ 20.15 น. ทาง #ช่อง33 ดูออนไลน์ที่ http://ch3thailand.com/live/33  หรือดูผ่านแอปพลิเคชัน #Ch3Thailand,143,3,3,"Empty DataFrame
Columns: []
Index: []"
1084,1282973728458676_1705911406164904,1529062201,https://www.facebook.com/CH3Thailand/videos/1705911406164904/,มากกว่าฉากเต้นสนุกๆ ยังมีเรื่องราวสืบสวน สอบสวน ที่ลุ้นระทึกอีกด้วย #มนตราลายหงส์ #Ch3Thailand คืนนี้ ติดตาม มนตราลายหงส์ (ตอนแรก) เวลา 20.00 น. เปิดทีวี #ช่อง33 ดูสดไปพร้อมกันค่ะ,391,8,4,"                                                  id        time  \
0  Y29tbWVudDoxNzA1OTExNDA2MTY0OTA0XzE3MDY5NDY0Nz...  1529121820   
1  Y29tbWVudDoxNzA1OTExNDA2MTY0OTA0XzE3MDY1MTA0Mj...  1529092396   

                       message  like  
0             HERO,20.15.Like.     0  
1  Kanokporn Lertjindakul😏😁😁🙄🙄     1  "
1085,1282973728458676_1705841669505211,1529058601,https://www.facebook.com/CH3Thailand/videos/1705841669505211/,"""ไปส่องคันฉ่องดูที ฤา"" ฉากฟินในตำนาน ที่ดูกี่ครั้งก็จิกหมอน 😍😍 #บุพเพสันนิวาส #Ch3Thailand รับชมละครย้อนหลัง บุพเพสันนิวาส EP.16 ได้ที่ลิ้งค์นี้ค่ะ http://www.ch3thailand.com/news/scoop/11997",2399,116,29,"                                                  id        time  \
0  Y29tbWVudDoxNzA1ODQxNjY5NTA1MjExXzE3MDU5OTIxNz...  1529062077   

                  message  like  
0  คารมณ์ไม่เบานะพ่อหมื่น     7  "
1086,1282973728458676_1705718622850849,1529055000,https://www.facebook.com/CH3Thailand/videos/1705718622850849/,ทุบหม้อข้าวเข้าตีเมืองจันท์ ฉากสำคัญในประวัติศาสตร์ ที่ถ่ายทอดออกมาได้ดีจริงๆ 😭😭 #หนึ่งด้าวฟ้าเดียว #Ch3Thailand รับชมละครย้อนหลัง หนึ่งด้าวฟ้าเดียว EP.16 ได้ที่ลิ้งค์นี้ค่ะ http://www.ch3thailand.com/news/scoop/11998,1366,69,35,"                                                  id        time  \
0  Y29tbWVudDoxNzA1NzE4NjIyODUwODQ5XzE3MDcxOTUzMz...  1529139014   

                                        message  like  
0  ดูแล้วอินหนัก รักบรรพบุรุษคนไทยสมัยก่อนจริงๆ     0  "
1087,1282973728458676_1705698936186151,1529044200,https://www.facebook.com/CH3Thailand/videos/1705698936186151/,ไอ้กล้าตายจนได้ จุดจบคนชั่ว แต่ก็สงสารแม่สุ่นเหลือเกิน 😭😭 #หนึ่งด้าวฟ้าเดียว #Ch3Thailand รับชมละคนย้อนหลัง หนึ่งด้าวฟ้าเดียว EP.16 ได้ที่ลิ้งค์นี้ค่ะ http://www.ch3thailand.com/news/scoop/11998,681,9,16,"                                                  id        time  \
0  Y29tbWVudDoxNzA1Njk4OTM2MTg2MTUxXzE3MDU4NDUzNj...  1529051737   
1  Y29tbWVudDoxNzA1Njk4OTM2MTg2MTUxXzE3MDU3MzI5MT...  1529044421   

                                       message  like  
0  น่าจะเขียนบทให้เยื้อนตายมากกว่าให้สุ่นตายนะ     6  
1            ทำไม่คนดีอย่างเเม่สุ่นต้องตายด้วย     7  "
1088,1282973728458676_1705657226190322,1529039820,https://www.facebook.com/CH3Thailand/videos/1705657226190322/,"มาฟังเพลง ""คนในฝัน"" ประกอบละคร #มนตราลายหงส์ ศิลปิน พล PPP feat.ลำไย ไหทองคำ, เพชร สหรัตน์  รับชมตอนแรกคืนนี้ 20.00 น. ทาง #ช่อง33 ดูMVได้ที่ https://youtu.be/b0iOlcS-WlM #Ch3Thailand #MyHeroวีรบุรุษสุดที่รัก",297,9,4,"                                                  id        time  \
0  Y29tbWVudDoxNzA1NjU3MjI2MTkwMzIyXzE3MDU5OTkxMT...  1529062484   
1  Y29tbWVudDoxNzA1NjU3MjI2MTkwMzIyXzE3MDU5NjUzMz...  1529060244   

                                             message  like  
0                             นางเอกคือใครคะน่ารักดี     1  
1  เพลงเพราะมากครับละครสนุก ดูสดกันครับคืนนี้ #มน...     0  "
1089,1282973728458676_1704435189645859,1528970401,https://www.facebook.com/CH3Thailand/videos/1704435189645859/,บทจะเศร้าๆ พ่อลูกคู่นี้ ก็ทำให้ฮาได้ทุกที 😆😆 #หนึ่งด้าวฟ้าเดียว #Ch3Thailand รับชมละครย้อนหลัง หนึ่งด้าวฟ้าเดียว EP.15 ได้ที่ลิ้งค์นี้ค่ะ http://www.ch3thailand.com/news/scoop/11981,373,5,7,"                                                  id        time  \
0  Y29tbWVudDoxNzA0NDM1MTg5NjQ1ODU5XzE3MDUxMDY1MT...  1529001941   

                message  like  
0  แต้วร้อวไห้ยังสวยอ่ะ     0  "
1090,1282973728458676_1704422542980457,1528966801,https://www.facebook.com/CH3Thailand/videos/1704422542980457/,จุดจบของ เจ้าจอมเพ็ญ อีกหนึ่งคนที่คิดทรยศบ้านเมือง 😱😱 #หนึ่งด้าวฟ้าเดียว #Ch3Thailand รับชมละครย้อนหลัง หนึ่งด้าวฟ้าเดียว EP.15 ได้ที่ลิ้งค์นี้ค่ะ http://www.ch3thailand.com/news/scoop/11981,1038,19,12,"                                                  id        time  \
0  Y29tbWVudDoxNzA0NDIyNTQyOTgwNDU3XzE3MDQ1NTY5MT...  1528969845   
1  Y29tbWVudDoxNzA0NDIyNTQyOTgwNDU3XzE3MDQ2NjU2Mz...  1528977361   

               message  like  
0  จบเร็วอีกป่ะ เซ็งนะ     4  
1               NICE !     0  "
