,id,time,link,message,like,share,comment,commentsHighlight
0,1282973728458676_2098921463530561,1553212800,https://www.facebook.com/CH3Thailand/photos/a.1330600120362703/2098921273530580/?type=3,โปรแกรมน่าสนใจจากช่อง3 วันศุกร์ที่ 22 มีนาคม 2562 ดูเพิ่มเติมได้ที่ www.ch3thailand.com #Ch3Thailand #ช่อง33 #ช่อง28 #ช่อง13 #ซีรีส์ลูกผู้ชาย #ปัทม์ #กลลวงทวงหนี้รัก #มัจจุราชสีน้ำผึ้ง #แจ๋วแฟมิลี่ #หนังดังวันศุกร์,78,0,0,"Empty DataFrame
Columns: []
Index: []"
1,1282973728458676_2098917640197610,1553208000,https://www.facebook.com/CH3Thailand/photos/a.1330600120362703/2098917000197674/?type=3,ตารางออกอากาศ ประจำวันศุกร์ที่ 22 มีนาคม 2562 ของ #ช่อง33 ติดตามผังรายการช่อง3 เพิ่มเติมที่ http://bit.ly/2ivQ6sP #Ch3Thailand #ผังรายการช่อง33 #ช่อง3,55,0,0,"Empty DataFrame
Columns: []
Index: []"
2,1282973728458676_2098916670197707,1553207700,https://www.facebook.com/CH3Thailand/photos/a.1330600120362703/2098916190197755/?type=3,ตารางออกอากาศ ประจำวันศุกร์ที่ 22 มีนาคม 2562 ของ #ช่อง28 ติดตามผังรายการช่อง3 เพิ่มเติมที่ http://bit.ly/2ivQ6sP #Ch3Thailand #ผังรายการช่อง28 #ช่อง3,20,0,0,"Empty DataFrame
Columns: []
Index: []"
3,1282973728458676_2098915520197822,1553207401,https://www.facebook.com/CH3Thailand/photos/a.1330600120362703/2098915036864537/?type=3,ตารางออกอากาศ ประจำวันศุกร์ที่ 22 มีนาคม 2562 ของ #ช่อง13 ติดตามผังรายการช่อง3 เพิ่มเติมที่ http://bit.ly/2ivQ6sP #Ch3Thailand #ผังรายการช่อง13 #ช่อง3,13,1,0,"Empty DataFrame
Columns: []
Index: []"
4,1282973728458676_2098630350226339,1553178758,https://www.facebook.com/CH3Thailand/videos/320544388820408/,"""มีอะไรค่อยๆ พูด ค่อยๆ จากัน"" ติดตาม #รักจังเอย ดูสดตอนนี้ทางทีวี #ช่อง33 ดูออนไลน์ คลิก www.ch3thailand.com/live/33 หรือดูผ่านแอปพลิเคชัน Ch3Thailand",383,17,9,"                                                  id        time  \
0  Y29tbWVudDoyMDk4NjMwMzUwMjI2MzM5XzIwOTkxOTQ0MD...  1553213939   
1  Y29tbWVudDoyMDk4NjMwMzUwMjI2MzM5XzIwOTkxNjE0NT...  1553211696   

                                             message  like  
0  สนุกจนหลับคาทีวีเลย ที่ดู  เพราะมีอ้วนรังสิตกั...     0  
1                      อยากเตะพี่เต๋อ กวนน่ารักดี555     1  "
5,1282973728458676_2098603893562318,1553177327,https://www.facebook.com/CH3Thailand/videos/339373803358969/,"""มายืนซะติดเชียว หลบๆ หน่อยก็ได้มั้ง"" ติดตาม #รักจังเอย ดูสดตอนนี้ทางทีวี #ช่อง33 ดูออนไลน์ คลิก www.ch3thailand.com/live/33 หรือดูผ่านแอปพลิเคชัน Ch3Thailand",473,17,11,"                                                  id        time  \
0  Y29tbWVudDoyMDk4NjAzODkzNTYyMzE4XzIwOTkxODUyOT...  1553213283   
1  Y29tbWVudDoyMDk4NjAzODkzNTYyMzE4XzIwOTkxNjQ4Nj...  1553211907   

                                             message  like  
0                     เป็นอีกหนึ่งเรื่องที่ต้องดู😂😂😂     0  
1  แต้ว น่ารัก ร้ายหน่อยๆ ต่อไปไปอยู่ท่าสำเริงแล้...     0  "
6,1282973728458676_2098409730248401,1553174401,https://www.facebook.com/CH3Thailand/photos/a.1330600120362703/2098408143581893/?type=3,เตรียมตัวรับความฮา ชาวบ้านท่าสำเริงจัดหนักให้แน่นอนค่ะ ติดตาม #รักจังเอย ดูสดตอนนี้ทางทีวี #ช่อง33 ดูออนไลน์ คลิก www.ch3thailand.com/live/33 หรือดูผ่านแอปพลิเคชัน Ch3Thailand,691,45,18,"Empty DataFrame
Columns: []
Index: []"
7,1282973728458676_2098424383580269,1553173202,https://www.facebook.com/CH3Thailand/videos/403966490152980/,จุดเริ่มต้นเรื่องราววุ่นๆ ระหว่าง หมอเอย ผู้ใหญ่บ้านดำรง และชาวบ้านท่าสำเริง จะเป็นอย่างไร คืนนี้ ติดตาม #รักจังเอย (ตอนแรก) เวลา 20.20 น. เปิดทีวี #ช่อง33 ดูสดไปพร้อมกันค่ะ #Ch3Thailand,382,22,3,"                                                  id        time  \
0  Y29tbWVudDoyMDk4NDI0MzgzNTgwMjY5XzIwOTkxNjU0OT...  1553211951   
1  Y29tbWVudDoyMDk4NDI0MzgzNTgwMjY5XzIwOTg1ODM0OD...  1553176235   

                                             message  like  
0                      ได้ความรูเรื่องหมออีก IT CITY     0  
1  กลีบมาเล่นเป็นแม่ลูกกันอีกแล้วสำหรับ แต้ว นัฐพ...     0  "
8,1282973728458676_2098404180248956,1553171401,https://www.facebook.com/CH3Thailand/posts/2098404180248956,แค่เริ่มเรื่องก็วุ่นวายซะแล้ว ผู้ใหญ่บ้านดำรงไปก่อเรื่องอะไร และหมอเอยมาช่วยได้ยังไง คืนนี้ ติดตาม รักจังเอย (ตอนแรก) เวลา 20.20 น. เปิดทีวี #ช่อง33 ดูสดไปพร้อมกันค่ะ #Ch3Thailand,1778,26,21,"                                                  id        time  \
0  Y29tbWVudDoyMDk4NDA0MTgwMjQ4OTU2XzIwOTkxNjYyND...  1553211994   
1  Y29tbWVudDoyMDk4NDA0MTgwMjQ4OTU2XzIwOTg5MDM1NT...  1553194549   

              message  like  
0  พี่เต๋อ กวนน่ารัก.     1  
1   ตอนแรกก็สนุกล่ะ😁😁     1  "
9,1282973728458676_2098342423588465,1553169601,https://www.facebook.com/CH3Thailand/posts/2098342423588465,เรื่องราววุ่นๆ ในบ้านท่าสำเริงจะเป็นอย่างไร จะสนุกสนานและฮาแค่ไหน http://www.ch3thailand.com/news/scoop/16351 คืนนี้ ติดตาม #รักจังเอย เวลา 20.20 น. เปิดทีวี #ช่อง33 ดูสดไปพร้อมกันค่ะ #Ch3Thailand,382,12,4,"                                                  id        time  \
0  Y29tbWVudDoyMDk4MzQyNDIzNTg4NDY1XzIwOTkxNjgzOD...  1553212140   

          message  like  
0  หมอยาท่าสำเริง     1  "
10,1282973728458676_2098396516916389,1553167801,https://www.facebook.com/CH3Thailand/videos/655768828169924/,เนื้อเรื่องกำลังเข้มข้นเลยนะคะ ใกล้ตอนจบเข้าไปทุกที วันนี้ ติดตาม #กลลวงทวงหนี้รัก เวลา 19.05 น. เปิดทีวี #ช่อง33 ดูสดไปพร้อมกันค่ะ #Ch3Thailand,546,10,16,"                                                  id        time  \
0  Y29tbWVudDoyMDk4Mzk2NTE2OTE2Mzg5XzIwOTkxNjkzMT...  1553212211   

                  message  like  
0  ไม่ให้พี่แต้วรักษาละคะ     0  "
11,1282973728458676_2098349140254460,1553166002,https://www.facebook.com/CH3Thailand/videos/345848529620154/,"""ชบาดอกนี้บำรุงหัวใจข้า และก็เป็นลมหายใจของข้าด้วย"" จบได้หวานซึ้งมากๆ ค่ะ 😍😍 ใครมีอะไรจะบอกพ่อทองเอกกับแม่ชบา เข้ามาบอกได้เลยค่ะ รับชมละครย้อนหลัง ทองเอก หมอยา ท่าโฉลง (ตอนจบ) ได้ที่ลิงก์นี้ค่ะ http://www.ch3thailand.com/news/scoop/16349 #ทองเอกหมอยาท่าโฉลง #Ch3Thailand",994,33,30,"                                                  id        time  \
0  Y29tbWVudDoyMDk4MzQ5MTQwMjU0NDYwXzIwOTg2NDcwND...  1553179669   
1  Y29tbWVudDoyMDk4MzQ5MTQwMjU0NDYwXzIwOTg0MTIwND...  1553167687   

                                             message  like  
0             I will miss this a drama so much...😭😭😭     2  
1  ขอคู่นี้แสดงผู้ใหญ่ลีกับนางมาด้วยนะคะ\nเรตติ้ง...    11  "
12,1282973728458676_2098335400255834,1553163780,https://www.facebook.com/CH3Thailand/videos/2282371502050876/,"""นี่มันลูกเราอย่ามาตู่"" อีกหนึ่งแขกรับเชิญน่ารักมากๆ เลยค่ะ 😁😁 รับชมละครย้อนหลัง ทองเอก หมอยา ท่าโฉลง (ตอนจบ) ได้ที่ลิงก์นี้ค่ะ http://www.ch3thailand.com/news/scoop/16349 #ทองเอกหมอยาท่าโฉลง #Ch3Thailand",5130,190,45,"                                                  id        time  \
0  Y29tbWVudDoyMDk4MzM1NDAwMjU1ODM0XzIwOTg0NTE5Nz...  1553169418   
1  Y29tbWVudDoyMDk4MzM1NDAwMjU1ODM0XzIwOTg0ODI0NT...  1553170761   

                                             message  like  
0  เสียดายที่ติดตามจนจบ เลอะเทอะฉิบ เสียดายเวลามา...    17  
1  พอละคร​ดัง.. นึกอยากทำอะไรก็ทำจริงๆ.. มั่วจนต้...    12  "
13,1282973728458676_2098321706923870,1553162172,https://www.facebook.com/CH3Thailand/videos/2328782563806996/,"""ทองเอกเร็ว ชงโคจะคลอด"" ฉากชงโคคลอดลูกหน้าตาฮามากจริงๆ 😆😆 รับชมละครย้อนหลัง ทองเอก หมอยา ท่าโฉลง (ตอนจบ) ได้ที่ลิงก์นี้ค่ะ http://www.ch3thailand.com/news/scoop/16349 #ทองเอกหมอยาท่าโฉลง #Ch3Thailand",4345,165,33,"                                                  id        time  \
0  Y29tbWVudDoyMDk4MzIxNzA2OTIzODcwXzIwOTkyMDQ3Mz...  1553214666   
1  Y29tbWVudDoyMDk4MzIxNzA2OTIzODcwXzIwOTg1NzQ2MD...  1553175738   

                                             message  like  
0  Namchonticha Thongwong มึงกับกูตอนมีลูก ต้องเป...     1  
1  คนท้องห้ามกินมะม่วงหาวมะนาวโห่นะคะ อาจจะแท้งลู...     9  "
14,1282973728458676_2098303133592394,1553160899,https://www.facebook.com/CH3Thailand/posts/2098303133592394,กำลังพูดถึงนโยบายกันอยู่เลยค่ะ เข้ามาดูตามช่องทางต่างๆ กันได้เลย ชมถ่ายทอดสดได้ทาง #ช่อง33  ชมออนไลน์ได้ทาง www.ch3thailand.com/live/33 และชม Live สดทาง Ch3ThailandNews,610,17,40,"                                                  id        time  \
0  Y29tbWVudDoyMDk4MzAzMTMzNTkyMzk0XzIwOTgzMTcyMT...  1553161826   
1  Y29tbWVudDoyMDk4MzAzMTMzNTkyMzk0XzIwOTgzMzEwNT...  1553162788   

                                             message  like  
0                                 ปชป ตอบไม่ครงคำถาม    19  
1  พรรคอนาคตใหม่\nคุณคือคลื่นลูกใหม่ ที่น่า\nจับต...    11  "
15,1282973728458676_2098281860261188,1553159519,https://www.facebook.com/CH3Thailand/posts/2098281860261188,กำลังจะเริ่มแล้วนะคะ สำหรับการประชันวิสัยทัศน์โค้งสุดท้ายของ 3 ตัวแทนจาก 3 พรรคการเมือง สุดารัตน์ เกยุราพันธ์ุ จากพรรคเพื่อไทย ธนาธร จึงรุ่งเรืองกิจ จากพรรคอนาคตใหม่ และจุรินทร์ ลักษณวิศิษฏ์ จากพรรคประชาธิปัตย์ ชมถ่ายทอดสดได้ทาง #ช่อง33  ชมออนไลน์ได้ทาง www.ch3thailand.com/live/33 และชม Live สดทาง Ch3ThailandNews,333,15,2,"                                                  id        time  \
0  Y29tbWVudDoyMDk4MjgxODYwMjYxMTg4XzIwOTg1MzY2Mz...  1553173575   
1  Y29tbWVudDoyMDk4MjgxODYwMjYxMTg4XzIwOTg0NDUwMj...  1553169200   

                                      message  like  
0                                       มองบน     0  
1  ผมไม่เคยเห็น พรรคพลังประชารัฐมาขึ้นเวทีเลย     0  "
16,1282973728458676_2098270703595637,1553158694,https://www.facebook.com/CH3Thailand/videos/773015036431839/,"ภารกิจ ""follow you 1 วัน"" #เช็คอินกินเที่ยว มาต่อกันที่คู่ของ เค้ก นัทธวัชร์ และนิ้ง ศรัณยา พระเอกและนางเอกจากซีรีส์ลูกผู้ชาย ตอน ปัทม์ EP.8 #เค้กนิ้ง จะพาไปเที่ยวไหนหรือทำอะไรกันต่อ มาตามไปดูกันค่ะ Facebook >>> https://www.facebook.com/CH3Thailand/videos/773015036431839/ Youtube: Ch3Thailand >>> https://www.youtube.com/watch?v=VJWx7QtONd4 #ซีรีส์ลูกผู้ชาย #ปัทม์ #ช่อง33 #Ch3Thailand",86,1,1,"                                                  id        time message  like
0  Y29tbWVudDoyMDk4MjcwNzAzNTk1NjM3XzIwOTkxNzAyND...  1553212270   อร่อย     0"
17,1282973728458676_2098252033597504,1553157258,https://www.facebook.com/CH3Thailand/videos/2062956367133092/,"""ยุงรึ"" พ่อทองเอกจะเอาฮาไปไหนคะ 😆😆 รับชมละครย้อนหลัง ทองเอก หมอยา ท่าโฉลง (ตอนจบ) ได้ที่ลิงก์นี้ค่ะ http://www.ch3thailand.com/news/scoop/16349 #ทองเอกหมอยาท่าโฉลง #Ch3Thailand",774,25,9,"                                                  id        time     message  \
0  Y29tbWVudDoyMDk4MjUyMDMzNTk3NTA0XzIwOTgzNDMzMj...  1553163657  5555ชงเคโย   

   like  
0     2  "
18,1282973728458676_2098228340266540,1553155650,https://www.facebook.com/CH3Thailand/videos/547989422378364/,ดำรง หนุ่มรูปงามนามเพราะ ผู้ใหญ่บ้านที่กวนสุดติ่ง มาทำความรู้จักเขากันค่ะ คืนนี้ ติดตาม #รักจังเอย เวลา 20.20 น. เปิดทีวี #ช่อง33 ดูสดไปพร้อมกันนะคะ #Ch3Thailand,295,15,2,"                                                  id        time  \
0  Y29tbWVudDoyMDk4MjI4MzQwMjY2NTQwXzIwOTkxNzA2MD...  1553212293   
1  Y29tbWVudDoyMDk4MjI4MzQwMjY2NTQwXzIwOTg1MDE3Nz...  1553171718   

                     message  like  
0  ผู้ใหญ่ดำรง บ้านท่าสำเริง     0  
1      Toyota Motor Thailand     0  "
19,1282973728458676_2098201266935914,1553153814,https://www.facebook.com/CH3Thailand/videos/2287722688220182/,"""ถ้าแม่กลิ่นจะเป็นลม ก็ล้มมาที่ตรงนี้ได้นะครับ"" พ่อเพิ่มของแอด ละมุนเกินไปแล้วลูก  😍😍 ใจบางไปหมดแล้ว รับชมละครย้อนหลัง ทองเอก หมอยา ท่าโฉลง (ตอนจบ) ได้ที่ลิงก์นี้ค่ะ http://www.ch3thailand.com/news/scoop/16349 #ทองเอกหมอยาท่าโฉลง #Ch3Thailand",564,20,15,"                                                  id        time  \
0  Y29tbWVudDoyMDk4MjAxMjY2OTM1OTE0XzIwOTkxNzA5MD...  1553212311   
1  Y29tbWVudDoyMDk4MjAxMjY2OTM1OTE0XzIwOTg1OTMxOD...  1553176768   

                                             message  like  
0                                             น่ารัก     0  
1  คู่นี้น่าจะเล่นสายโลหิตได้เลยผู้หญิงหน้าคล้ายบ...     2  "
20,1282973728458676_2098148580274516,1553150205,https://www.facebook.com/CH3Thailand/photos/a.1330600120362703/2098147936941247/?type=3,พ่อทองเอกกับแม่ชบา มาลาเพื่อนๆ ทุกคน ขอบคุณที่ติดตามกันมาตลอด รับชมละครย้อนหลัง ทองเอก หมอยา ท่าโฉลง (ตอนจบ) ได้ที่ลิงก์นี้ค่ะ http://www.ch3thailand.com/news/scoop/16349 #ทองเอกหมอยาท่าโฉลง #Ch3Thailand,2256,44,74,"                                                  id        time  \
0  Y29tbWVudDoyMDk4MTQ4NTgwMjc0NTE2XzIwOTgyMDIxND...  1553153850   
1  Y29tbWVudDoyMDk4MTQ4NTgwMjc0NTE2XzIwOTgxOTc3Nj...  1553153542   

                                             message  like  
0  จัดผู้ใหญ่ลีกับนางมา  เอาคู่นี้ต่อ  เบาสมองดี ...    24  
1  ฉากที่ประทับใจที่สุดตอนจบก็คือ ฉากที่ทุกคนก้มล...    23  "
21,1282973728458676_2098080053614702,1553148001,https://www.facebook.com/CH3Thailand/videos/468008630404235/,"""ภูต ผี ปีศาจ มันวนเวียนอยู่แถวนี้เต็มไปหมด"" แม่หมอมั่นก็ยังมีประโยชน์ และได้ช่วยเหลือชาวบ้านอยู่บ้าง รับชมละครย้อนหลัง ทองเอก หมอยา ท่าโฉลง (ตอนจบ) ได้ที่ลิงก์นี้ค่ะ http://www.ch3thailand.com/news/scoop/16349 #ทองเอกหมอยาท่าโฉลง #Ch3Thailand",1538,43,12,"                                                  id        time  \
0  Y29tbWVudDoyMDk4MDgwMDUzNjE0NzAyXzIwOTgyNTc3Mz...  1553157657   

                message  like  
0  คุณจันกับคุณรท้าวยาย     2  "
22,1282973728458676_2097881426967898,1553146200,https://www.facebook.com/CH3Thailand/photos/a.1330600120362703/2097871536968887/?type=3,มาร่วมฟังการประชันวิสัยทัศน์โค้งสุดท้ายของ 3 ตัวแทนจาก 3 พรรคการเมือง สุดารัตน์ เกยุราพันธ์ุ จากพรรคเพื่อไทย ธนาธร จึงรุ่งเรืองกิจ จากพรรคอนาคตใหม่ และจุรินทร์ ลักษณวิศิษฏ์ จากพรรคประชาธิปัตย์ ชมถ่ายทอดสดได้ทาง #ช่อง33  ชมออนไลน์ได้ทาง www.ch3thailand.com/live/33 และชม Live สดทาง Ch3ThailandNews,274,18,2,"                                                  id        time  \
0  Y29tbWVudDoyMDk3ODgxNDI2OTY3ODk4XzIwOTgyNDk5Mj...  1553157080   
1  Y29tbWVudDoyMDk3ODgxNDI2OTY3ODk4XzIwOTgxMTA2Nz...  1553147708   

                                             message  like  
0  น้ำลาย..ทั้งนั้น...พอได้เป็น คนรวยเป็นใหญ่ คนจ...     0  
1                                        จะใครกันแน่     0  "
23,1282973728458676_2098055013617206,1553144580,https://www.facebook.com/CH3Thailand/videos/401984557264576/,"""แต่งงานกับข้านะ"" แอดชอบคู่นี้มากๆ เลยค่ะ น่ารักจริงๆ รับชมละครย้อนหลัง ทองเอก หมอยา ท่าโฉลง (ตอนจบ) ได้ที่ลิงก์นี้ค่ะ http://www.ch3thailand.com/news/scoop/16349 #ทองเอกหมอยาท่าโฉลง #Ch3Thailand",1792,52,22,"                                                  id        time  \
0  Y29tbWVudDoyMDk4MDU1MDEzNjE3MjA2XzIwOTgxODE3NT...  1553152611   

                                             message  like  
0  We have come to an end ,i don't want it to end...     1  "
24,1282973728458676_2098032883619419,1553142900,https://www.facebook.com/CH3Thailand/posts/2098032883619419,"""ซ่อนคำว่ารักอยู่ในใจ ซ่อนความหวั่นไหวในสายตา"" Official MV เพลง #ซ่อน เพลงประกอบละคร #รักจังเอย ศิลปิน ""แต้ว ณฐพร"" เข้ามาฟังกันค่ะ วันนี้ฟังเพลงและรับชมพร้อมกันได้ที่ Youtube >> https://youtu.be/gJzTHYJzyoM #เพลงประกอบละครช่อง3 #ChandelierMusic #Ch3Thailand",304,15,4,"                                                  id        time  \
0  Y29tbWVudDoyMDk4MDMyODgzNjE5NDE5XzIwOTgzMjY0MD...  1553162461   
1  Y29tbWVudDoyMDk4MDMyODgzNjE5NDE5XzIwOTg1NjMxNT...  1553175074   

                       message  like  
0                  Tag Pop Njr     0  
1  กำลังดูรักจังเอย อยุ่ตอนนี้     0  "
25,1282973728458676_2098015846954456,1553141157,https://www.facebook.com/CH3Thailand/videos/1075478985980640/,"""ที่เรามีหน่วยแพทย์มาทั้งหมด ก็เพราะพระมหากรุณาธิคุณของพระพุทธเจ้าหลวง"" ประทับใจฉากนี้มากๆ เลยค่ะ🙏🏿🙏🏿 รับชมละครย้อนหลัง ทองเอก หมอยา ท่าโฉลง (ตอนจบ) ได้ที่ลิงก์นี้ค่ะ http://www.ch3thailand.com/news/scoop/16349 #ทองเอกหมอยาท่าโฉลง #Ch3Thailand",1881,57,32,"                                                  id        time  \
0  Y29tbWVudDoyMDk4MDE1ODQ2OTU0NDU2XzIwOTg3NTc2ND...  1553185729   
1  Y29tbWVudDoyMDk4MDE1ODQ2OTU0NDU2XzIwOTgwMjk5Mj...  1553142071   

                                             message  like  
0      ฉากนี้กราบพร้อมเพียงกันสวยงามมากๆคะ#ดีจริงๆคะ     2  
1  เมื่อวานละครดีทุกอย่างจริงๆ..แม้แต่..#เบื้องหล...    18  "
26,1282973728458676_2097956876960353,1553139000,https://www.facebook.com/CH3Thailand/posts/2097956876960353,มาทำความรู้จักตัวละครกันก่อน แล้วคืนนี้มาสนุกสนานไปกับชาวบ้านท่าสำเริงกันค่ะ http://www.ch3thailand.com/news/scoop/16350 ติดตาม “รักจังเอย” ทุกวันพุธ-พฤหัสบดี เวลา 20.20 น. ช่อง 33 คืนนี้เสนอเป็นตอนแรก!,468,10,5,"                                                  id        time  \
0  Y29tbWVudDoyMDk3OTU2ODc2OTYwMzUzXzIwOTkwOTMyMj...  1553206860   
1  Y29tbWVudDoyMDk3OTU2ODc2OTYwMzUzXzIwOTgwMTcyNT...  1553141221   

             message  like  
0  ฝืดมาก ไม่สนุกเลย     0  
1         #รักจังเอย     0  "
27,1282973728458676_2097960683626639,1553137550,https://www.facebook.com/CH3Thailand/photos/a.1330600120362703/2097953386960702/?type=3,โปรแกรมถ่ายทอดสดวอลเลย์บอล ไทย-เดนมาร์ค ซูเปอร์ ลีก 2019 ทางช่อง13 ประจำวันที่ 21 มี.ค. สามารถชมออนไลน์ผ่านทาง http://www.ch3thailand.com/live/13  หรือแอปพลิเคชัน Ch3Thailand #ตบช่วยชาติยกกำลัง3 #Ch3Thailand,134,4,1,"                                                  id        time  \
0  Y29tbWVudDoyMDk3OTYwNjgzNjI2NjM5XzIwOTc5NjM0NT...  1553137726   

                               message  like  
0  #รอเชียร์ค่า\n#ตบช่วยชาติยกกำลังสาม     0  "
28,1282973728458676_2097921143630593,1553135400,https://www.facebook.com/CH3Thailand/photos/a.1330600120362703/2097920846963956/?type=3,เมื่อสถานการณ์โรคห่าในพื้นที่ต่างๆ เริ่มคลี่คลาย ความสุขก็คืนสู่ชาวบ้านอีกครั้ง  ชม #ทองเอกหมอยาท่าโฉลง (ตอนจบ) ย้อนหลังที่แรกก่อนใคร คลิก👉 http://bit.ly/2JoHAsz #MelloThailand #Ch3Thailand,1438,29,65,"                                                  id        time  \
0  Y29tbWVudDoyMDk3OTIxMTQzNjMwNTkzXzIwOTc5NTk5MD...  1553137503   
1  Y29tbWVudDoyMDk3OTIxMTQzNjMwNTkzXzIwOTc5NjU5OD...  1553137885   

                                             message  like  
0         ดูมาตั้งแต่ต้น บอกเลย ไม่ประทับใจตอนจบสุดๆ    33  
1  คนดูร้อยแปดพันเก้า จะให้ทำตามใจทุกคนคงไม่ไหวมั...    11  "
29,1282973728458676_2097444610344913,1553133601,https://www.facebook.com/CH3Thailand/posts/2097444610344913,กรงกรรม EP.6 ดูย้อนหลังได้แล้วทาง Youtube นะจ๊ะ ตามไปดูอาซาถูกจับคลุมถุงชน และเรณูทำเสน่ห์ใส่แม่ย้อย เรารวบรวมมาไว้ให้ที่นี่คลิกเลย >> http://www.ch3thailand.com/news/scoop/16352 #กรงกรรม #Ch3Thailand #กรงกรรมep6,548,25,2,"                                                  id        time  \
0  Y29tbWVudDoyMDk3NDQ0NjEwMzQ0OTEzXzIwOTgyMjk1MD...  1553155724   
1  Y29tbWVudDoyMDk3NDQ0NjEwMzQ0OTEzXzIwOTc5MjI2ND...  1553134902   

                                             message  like  
0  กรมกรรมคือดีมาก น่าติดตาม ละครน้ำดีสอดแทรกแง่ค...     1  
1                   Rattana Waijara ดูย้อนหลังตรงนี้     0  "
30,1282973728458676_2097428363679871,1553130001,https://www.facebook.com/CH3Thailand/posts/2097428363679871,"""มันไม่ใช่ลงโทษ คุณวินไม่ผิด คุณแค่ทำอะไรตามที่คุณอยากทำ แต่เผอิญว่าฉันไม่ได้คิดแบบคุณ"" ดูย้อนหลัง กลลวงทวงหนี้รัก EP.27 | 20-03-62 http://www.ch3thailand.com/news/scoop/16348 #กลลวงทวงหนี้รัก #Ch3Thailand",213,6,3,"                                                  id        time  \
0  Y29tbWVudDoyMDk3NDI4MzYzNjc5ODcxXzIwOTkxMjQwNT...  1553209112   
1  Y29tbWVudDoyMDk3NDI4MzYzNjc5ODcxXzIwOTgzMjcwMD...  1553162503   

           message  like  
0           ชอบค่ะ     0  
1  ชอบจุดยืนนางเอก     0  "
31,1282973728458676_2097479357008105,1553126402,https://www.facebook.com/CH3Thailand/photos/a.1330600120362703/2097479127008128/?type=3,โปรแกรมน่าสนใจจากช่อง3 วันพฤหัสบดีที่ 21 มีนาคม 2562 ดูเพิ่มเติมได้ที่ www.ch3thailand.com #Ch3Thailand #ช่อง33 #ช่อง28 #ช่อง13 #รักจังเอย #กลลวงทวงหนี้รัก #เต๋อฉันทวิชช์ #อ้วนรังสิต #โต๊ะข่าวบันเทิง #ศึกมวยไทยเวทีราชดำเนิน #ช่อง3ดีเบต #เลือกตั้ง62,369,3,2,"                                                  id        time  \
0  Y29tbWVudDoyMDk3NDc5MzU3MDA4MTA1XzIwOTgzNjk3ND...  1553165250   
1  Y29tbWVudDoyMDk3NDc5MzU3MDA4MTA1XzIwOTc4NDgyNT...  1553130342   

                message  like  
0     รอดูชอบเต๋อน่ารัก     0  
1  คืนนี้ตอนแรกใช่ไหมคะ     0  "
32,1282973728458676_2097476627008378,1553121600,https://www.facebook.com/CH3Thailand/photos/a.1330600120362703/2097476213675086/?type=3,ตารางออกอากาศ ประจำวันพฤหัสบดีที่ 21 มีนาคม 2562 ของ #ช่อง33 ติดตามผังรายการช่อง3 เพิ่มเติมที่ http://bit.ly/2ivQ6sP #Ch3Thailand #ผังรายการช่อง33 #ช่อง3,607,11,6,"                                                  id        time  \
0  Y29tbWVudDoyMDk3NDc2NjI3MDA4Mzc4XzIwOTgyODk5NT...  1553160050   
1  Y29tbWVudDoyMDk3NDc2NjI3MDA4Mzc4XzIwOTgxMTYxOD...  1553148069   

        message  like  
0       Love mk     0  
1  พี่ตี๋ลาจอ 😢     0  "
33,1282973728458676_2097475890341785,1553121300,https://www.facebook.com/CH3Thailand/photos/a.1330600120362703/2097475290341845/?type=3,ตารางออกอากาศ ประจำวันพฤหัสบดีที่ 21 มีนาคม 2562 ของ #ช่อง28 ติดตามผังรายการช่อง3 เพิ่มเติมที่ http://bit.ly/2ivQ6sP #Ch3Thailand #ผังรายการช่อง28 #ช่อง3,146,1,1,"                                                  id        time  \
0  Y29tbWVudDoyMDk3NDc1ODkwMzQxNzg1XzIwOTgwMzAxMD...  1553142083   

                                             message  like  
0  เซ็งเลย พอรู้ว่าละครที่จะเอามารีรันต่อจาก คุณแ...     1  "
34,1282973728458676_2097473673675340,1553121000,https://www.facebook.com/CH3Thailand/photos/a.1330600120362703/2097473140342060/?type=3,ตารางออกอากาศ ประจำวันพฤหัสบดีที่ 21 มีนาคม 2562 ของ #ช่อง13 ติดตามผังรายการช่อง3 เพิ่มเติมที่ http://bit.ly/2ivQ6sP #Ch3Thailand #ผังรายการช่อง13 #ช่อง3,142,0,0,"Empty DataFrame
Columns: []
Index: []"
35,1282973728458676_2097265950362779,1553094832,https://www.facebook.com/CH3Thailand/videos/654472741673688/,"""ชงเคโย"" ชื่อเกาหลีก็มา ชงโึคนี่ฮาจริงๆ ค่ะ ติดตาม #ทองเอกหมอยาท่าโฉลง ดูสดตอนนี้ทางทีวี #ช่อง33 ดูออนไลน์ คลิก www.ch3thailand.com/live/33 หรือดูผ่านแอปพลิเคชัน Ch3Thailand",1586,71,189,"                                                  id        time  \
0  Y29tbWVudDoyMDk3MjY1OTUwMzYyNzc5XzIwOTcyOTE0Nz...  1553096233   
1  Y29tbWVudDoyMDk3MjY1OTUwMzYyNzc5XzIwOTczMDI3Mz...  1553096800   

                                             message  like  
0  ทำไมตอนจบ แลดูไร้สาระจังเลยคะ ปกตินั่งติดที่ ว...    36  
1  ต่อให้เป็นการมโน แต่ ไม่ควรเอาฉากบ้าบอแบบนี้มา...    19  "
